"","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","MET2013","CITY","STRATA","GQ","RENT","HHINCOME","PERNUM","PERWT","AGE","RACE","RACED","HISPAN","HISPAND","CITIZEN","YRIMMIG","YRSUSA1","LANGUAGE","LANGUAGED","EDUC","EDUCD","EMPSTAT","EMPSTATD","FTOTINC","TRANWORK"
"749","2018","2018 ACS",557211,2018000158845,117,2018005572111,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1100,22000,1,117,"62","Two major races","White and AIAN","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Employed","At work",22000,"Auto, truck, or van"
"750","2018","2018 ACS",557212,2018000158875,44,2018005572121,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,46400,1,44,"81","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",46400,"N/A"
"751","2018","2018 ACS",557220,2018000159346,30,2018005572201,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,68000,1,29,"85","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",68000,"Bicycle"
"752","2018","2018 ACS",557226,2018000159771,39,2018005572261,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,75930,1,39,"71","Other race, nec","Other race, n.e.c","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",75930,"N/A"
"753","2018","2018 ACS",557226,2018000159771,39,2018005572261,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,75930,2,36,"69","Other race, nec","Other race, n.e.c","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Not in labor force","Not in Labor Force",75930,"N/A"
"754","2018","2018 ACS",557226,2018000159771,39,2018005572261,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,75930,3,93,"41","Other race, nec","Other race, n.e.c","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",75930,"Other"
"755","2018","2018 ACS",557226,2018000159771,39,2018005572261,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,75930,4,29,"17","Other race, nec","Other race, n.e.c","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Employed","At work",75930,"Auto, truck, or van"
"756","2018","2018 ACS",557230,2018000159961,144,2018005572301,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,40200,1,143,"67","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",40200,"N/A"
"757","2018","2018 ACS",557230,2018000159961,144,2018005572301,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,40200,2,152,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",40200,"N/A"
"758","2018","2018 ACS",557232,2018000159974,30,2018005572321,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,264800,1,29,"93","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","French","French","5+ years of college","Doctoral degree","Employed","At work",264800,"Worked at home"
"759","2018","2018 ACS",557232,2018000159974,30,2018005572321,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,264800,2,109,"49","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",264800,"N/A"
"760","2018","2018 ACS",557237,2018000160278,33,2018005572371,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,8500,1,32,"72","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 6","Not in labor force","Not in Labor Force",8500,"N/A"
"761","2018","2018 ACS",557248,2018000160912,20,2018005572481,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1100,110000,1,20,"25","White","White","Mexican","Mexican","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",110000,"Auto, truck, or van"
"762","2018","2018 ACS",557253,2018000161459,35,2018005572531,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,445400,1,34,"71","White","White","Not Hispanic","Not Hispanic","Naturalized citizen","1970 (1970 PUMS: 1965-1970)","48","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",445400,"Auto, truck, or van"
"763","2018","2018 ACS",557253,2018000161459,35,2018005572531,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,445400,2,31,"71","White","White","Not Hispanic","Not Hispanic","Naturalized citizen","1971","47","English","English","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",445400,"N/A"
"764","2018","2018 ACS",557265,2018000162276,118,2018005572651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",770,18500,1,118,"26","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",18500,"Auto, truck, or van"
"765","2018","2018 ACS",557267,2018000162348,108,2018005572671,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,31300,1,108,"75","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",31300,"N/A"
"766","2018","2018 ACS",557267,2018000162348,108,2018005572671,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,31300,2,123,"74","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",31300,"N/A"
"767","2018","2018 ACS",557277,2018000163221,98,2018005572771,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,8300,1,98,"41","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Not in labor force","Not in Labor Force",8300,"N/A"
"768","2018","2018 ACS",557286,2018000163795,57,2018005572861,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1500,34600,1,57,"57","White","White","Not Hispanic","Not Hispanic","Naturalized citizen","1992","26","French","French","5+ years of college","Doctoral degree","Employed","At work",34600,"Auto, truck, or van"
"769","2018","2018 ACS",557286,2018000163795,57,2018005572861,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1500,34600,2,42,"16","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","French","French","Grade 10","Grade 10","Not in labor force","Not in Labor Force",34600,"N/A"
"770","2018","2018 ACS",557293,2018000164250,33,2018005572931,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,15500,1,33,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",15500,"N/A"
"771","2018","2018 ACS",557293,2018000164250,33,2018005572931,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,15500,2,99,"32","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Unemployed","Unemployed",15500,"N/A"
"772","2018","2018 ACS",557293,2018000164250,33,2018005572931,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,15500,3,58,"4","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","No schooling completed","N/A","N/A",15500,"N/A"
"773","2018","2018 ACS",557294,2018000164374,30,2018005572941,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,40000,1,30,"33","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",40000,"Worked at home"
"774","2018","2018 ACS",557313,2018000165591,34,2018005573131,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1600,36300,1,34,"27","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",36300,"Auto, truck, or van"
"775","2018","2018 ACS",557313,2018000165591,34,2018005573131,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1600,36300,2,37,"26","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",36300,"Auto, truck, or van"
"776","2018","2018 ACS",557321,2018000166238,101,2018005573211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",650,0,1,102,"51","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",0,"N/A"
"777","2018","2018 ACS",557328,2018000166682,97,2018005573281,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,128000,1,97,"56","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Doctoral degree","Employed","At work",128000,"Bus or trolley bus"
"778","2018","2018 ACS",557334,2018000167127,29,2018005573341,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,96700,1,30,"81","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Doctoral degree","Not in labor force","Not in Labor Force",96700,"N/A"
"779","2018","2018 ACS",557334,2018000167127,29,2018005573341,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,96700,2,35,"78","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",96700,"N/A"
"780","2018","2018 ACS",557334,2018000167127,29,2018005573341,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,96700,3,92,"55","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",96700,"N/A"
"781","2018","2018 ACS",557356,2018000169899,62,2018005573561,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,167300,1,61,"48","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",167300,"Auto, truck, or van"
"782","2018","2018 ACS",557356,2018000169899,62,2018005573561,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,167300,2,57,"45","White","White","Other","Honduran","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",167300,"Auto, truck, or van"
"783","2018","2018 ACS",557364,2018000170638,34,2018005573641,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,3200,1,34,"78","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","Not in labor force","Not in Labor Force",3200,"N/A"
"784","2018","2018 ACS",557364,2018000170638,34,2018005573641,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,3200,2,81,"10","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 4","N/A","N/A",3200,"N/A"
"785","2018","2018 ACS",557364,2018000170638,34,2018005573641,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,3200,3,76,"8","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 2","N/A","N/A",3200,"N/A"
"786","2018","2018 ACS",557367,2018000170761,62,2018005573671,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,22600,1,63,"71","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 9","Grade 9","Employed","At work",22600,"Auto, truck, or van"
"787","2018","2018 ACS",557368,2018000170774,59,2018005573681,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",270,40400,1,59,"69","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 9","Grade 9","Not in labor force","Not in Labor Force",40400,"N/A"
"788","2018","2018 ACS",557368,2018000170774,59,2018005573681,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",270,40400,2,52,"75","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 10","Grade 10","Not in labor force","Not in Labor Force",40400,"N/A"
"789","2018","2018 ACS",557380,2018000171669,122,2018005573801,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",210,9000,1,122,"81","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","Not in labor force","Not in Labor Force",9000,"N/A"
"790","2018","2018 ACS",557383,2018000171808,38,2018005573831,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,73000,1,39,"83","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",73000,"N/A"
"791","2018","2018 ACS",557383,2018000171808,38,2018005573831,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,73000,2,128,"57","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",73000,"Auto, truck, or van"
"792","2018","2018 ACS",557383,2018000171808,38,2018005573831,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,73000,3,126,"53","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",73000,"Auto, truck, or van"
"793","2018","2018 ACS",557391,2018000172581,361,2018005573911,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",700,60000,1,361,"49","Other Asian or Pacific Islander","Asian Indian (Hindu 1920_1940)","Not Hispanic","Not Hispanic","Not a citizen","2017","1","Hindi and related","Marathi","4 years of college","Bachelor's degree","Employed","At work",60000,"Auto, truck, or van"
"794","2018","2018 ACS",557405,2018000173601,48,2018005574051,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",800,1100,1,49,"51","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",1100,"N/A"
"795","2018","2018 ACS",557421,2018000174674,62,2018005574211,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,25000,1,61,"36","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",25000,"Auto, truck, or van"
"796","2018","2018 ACS",557422,2018000174704,163,2018005574221,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,500,1,163,"33","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",500,"Auto, truck, or van"
"797","2018","2018 ACS",557422,2018000174704,163,2018005574221,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,500,2,143,"33","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Unemployed","Unemployed",500,"N/A"
"798","2018","2018 ACS",557424,2018000174951,100,2018005574241,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",850,20000,1,101,"54","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",20000,"Auto, truck, or van"
"799","2018","2018 ACS",557431,2018000175691,73,2018005574311,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,462000,1,72,"61","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",462000,"Worked at home"
"800","2018","2018 ACS",557431,2018000175691,73,2018005574311,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,462000,2,61,"60","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",462000,"Auto, truck, or van"
"801","2018","2018 ACS",557438,2018000176126,51,2018005574381,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82200,1,51,"69","Other Asian or Pacific Islander","Filipino","Not Hispanic","Not Hispanic","Naturalized citizen","1975","43","Filipino, Tagalog","Filipino, Tagalog","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",82200,"N/A"
"802","2018","2018 ACS",557438,2018000176126,51,2018005574381,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82200,2,149,"67","Other Asian or Pacific Islander","Filipino","Not Hispanic","Not Hispanic","Naturalized citizen","1975","43","Filipino, Tagalog","Filipino, Tagalog","4 years of college","Bachelor's degree","Unemployed","Unemployed",82200,"N/A"
"803","2018","2018 ACS",557438,2018000176126,51,2018005574381,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82200,3,207,"40","Other Asian or Pacific Islander","Filipino","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",82200,"Auto, truck, or van"
"804","2018","2018 ACS",557438,2018000176126,51,2018005574381,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82200,4,69,"4","Other Asian or Pacific Islander","Filipino","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","Nursery school to grade 4","Nursery school, preschool","N/A","N/A",82200,"N/A"
"805","2018","2018 ACS",557441,2018000176547,32,2018005574411,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,101000,1,32,"39","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",101000,"Worked at home"
"806","2018","2018 ACS",557441,2018000176547,32,2018005574411,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,101000,2,40,"47","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",101000,"Auto, truck, or van"
"807","2018","2018 ACS",557441,2018000176547,32,2018005574411,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,101000,3,38,"11","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","French","French","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A",101000,"N/A"
"808","2018","2018 ACS",557443,2018000176785,31,2018005574431,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,538000,1,30,"55","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",538000,"Auto, truck, or van"
"809","2018","2018 ACS",557443,2018000176785,31,2018005574431,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,538000,2,34,"37","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",538000,"Auto, truck, or van"
"810","2018","2018 ACS",557443,2018000176785,31,2018005574431,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,538000,3,31,"4","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","Nursery school to grade 4","Nursery school, preschool","N/A","N/A",538000,"N/A"
"811","2018","2018 ACS",557443,2018000176785,31,2018005574431,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,538000,4,31,"2","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","N/A","N/A","N/A",538000,"N/A"
"812","2018","2018 ACS",557446,2018000176808,81,2018005574461,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",800,9800,1,80,"53","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",9800,"N/A"
"813","2018","2018 ACS",557447,2018000177073,85,2018005574471,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,20400,1,86,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",20400,"N/A"
"814","2018","2018 ACS",557447,2018000177073,85,2018005574471,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,20400,2,90,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","12th grade, no diploma","Not in labor force","Not in Labor Force",20400,"N/A"
"815","2018","2018 ACS",557447,2018000177073,85,2018005574471,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,20400,3,148,"18","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","12th grade, no diploma","Not in labor force","Not in Labor Force",20400,"N/A"
"816","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,1,98,"41","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",35000,"Auto, truck, or van"
"817","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,2,141,"17","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Not in labor force","Not in Labor Force",35000,"N/A"
"818","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,3,141,"16","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 9","Grade 9","Not in labor force","Not in Labor Force",35000,"N/A"
"819","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,4,141,"11","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 5","N/A","N/A",35000,"N/A"
"820","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,5,174,"10","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 4","N/A","N/A",35000,"N/A"
"821","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,6,172,"7","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 1","N/A","N/A",35000,"N/A"
"822","2018","2018 ACS",557450,2018000177390,98,2018005574501,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,35000,7,167,"2","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","N/A","N/A","N/A",35000,"N/A"
"823","2018","2018 ACS",557465,2018000178574,102,2018005574651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",700,24000,1,102,"35","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",24000,"Auto, truck, or van"
"824","2018","2018 ACS",557465,2018000178574,102,2018005574651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",700,24000,2,150,"13","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A",24000,"N/A"
"825","2018","2018 ACS",557467,2018000178659,46,2018005574671,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1500,94030,1,46,"31","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",38000,"Auto, truck, or van"
"826","2018","2018 ACS",557467,2018000178659,46,2018005574671,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1500,94030,2,27,"29","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",38000,"Auto, truck, or van"
"827","2018","2018 ACS",557469,2018000178761,38,2018005574691,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,19500,1,38,"87","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Doctoral degree","Unemployed","Unemployed",19500,"N/A"
"828","2018","2018 ACS",557469,2018000178761,38,2018005574691,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,19500,2,48,"89","White","White","Mexican","Mexican","Naturalized citizen","1974 (1980-1990 PUMS: 1970-1974)","44","English","English","5+ years of college","Doctoral degree","Not in labor force","Not in Labor Force",19500,"N/A"
"829","2018","2018 ACS",557491,2018000180528,59,2018005574911,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",530,28550,1,59,"26","White","White","Other","Spaniard","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",28550,"N/A"
