state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
MO,1986,41571,1129,NA,no,no,yes,no,14383,35.72843552,secondary
MO,1987,43379,1045,NA,yes,no,yes,no,15084,35.8514595,secondary
MO,1988,45573,1103,NA,yes,no,yes,no,15909,35.95019913,secondary
MO,1989,48087,1052,NA,yes,no,yes,no,16961,36.05951309,secondary
MO,1990,50883,1097,0.540000021,yes,no,yes,no,17639,36.20201492,secondary
MO,1991,40982,1011,0.540000021,yes,no,yes,no,18305,36.21760559,secondary
MO,1992,53254,985,0.699999988,yes,no,yes,no,19120,36.301754,secondary
MO,1993,54821,947,0.699999988,yes,no,yes,no,19632,36.35516739,secondary
MO,1994,57288,1089,0.680000007,yes,no,yes,no,20576,36.43617249,secondary
MO,1995,59347,1109,0.709999979,yes,yes,yes,no,21540,36.49969482,secondary
MO,1996,61162,1147,0.620000005,yes,yes,yes,no,22586,36.53993225,secondary
MO,1997,62980,1192,0.620000005,yes,yes,yes,no,23629,36.59480286,secondary
MS,1983,17802,715,NA,no,no,no,no,8372,32.99811554,no
MS,1984,18442,679,NA,no,no,no,no,9122,33.11408997,no
MS,1985,19130,662,NA,no,no,no,no,9545,33.22182083,no
MS,1986,19226,771,NA,no,no,yes,no,9898,33.39318848,no
MS,1987,20173,756,NA,yes,no,yes,no,10484,33.64208221,no
MS,1988,22043,722,NA,yes,no,yes,no,11236,33.88824081,no
MS,1989,22895,727,NA,yes,no,yes,no,11996,34.10622025,no
MS,1990,24398,750,0.230000004,yes,no,yes,no,12706,34.45668793,secondary
MS,1991,24897,714,0.319999993,yes,no,yes,no,13376,34.47629166,secondary
MS,1992,26239,766,0.239999995,yes,no,yes,no,14163,34.51760483,secondary
MS,1993,26864,813,0.25,yes,no,yes,no,14900,34.59160233,secondary
MS,1994,28548,791,0.432999998,yes,no,yes,no,15886,34.66539383,secondary
MS,1995,29559,868,0.460000008,yes,yes,yes,no,16574,34.80508423,secondary
MS,1996,30562,811,0.459900022,yes,yes,yes,no,17398,34.96229553,secondary
MS,1997,31519,861,0.482299984,yes,yes,yes,no,18098,35.07287979,secondary
MT,1983,7181,286,NA,no,no,no,no,10654,33.70046234,no
MT,1984,7386,238,0.167999998,no,no,no,no,11252,33.84919357,no
MT,1985,7572,223,0.217000008,no,no,no,no,11486,34.01177979,no
MT,1986,7737,222,0.294999987,no,no,no,no,12120,34.32669449,no
MT,1987,8074,234,0.396500021,yes,no,yes,no,12619,34.65987778,no
MT,1988,8138,198,0.594500005,yes,no,yes,no,12954,35.00441742,secondary
MT,1989,8250,181,0.617999971,yes,no,yes,no,14193,35.28573227,secondary
MT,1990,8332,212,0.625999987,yes,no,yes,no,15038,35.4671402,secondary
MT,1991,8314,200,0.644499958,yes,no,yes,no,15947,35.60186005,secondary
MT,1992,8525,192,0.680299997,yes,no,yes,no,16541,35.67782211,secondary
MT,1993,8707,195,0.691999972,yes,no,yes,no,17571,35.78073502,secondary
MT,1994,9116,202,0.695800006,yes,no,yes,no,17590,35.96218872,secondary
MT,1995,9399,215,0.700800002,yes,no,yes,no,18286,36.24868774,secondary
MT,1996,9446,200,0.708000004,yes,no,yes,no,18872,36.53780365,secondary
MT,1997,9392,265,0.725500047,yes,no,yes,no,19660,36.82976913,secondary
NC,1983,45038,1234,NA,no,no,no,no,10172,34.21530533,no
NC,1984,48182,1450,NA,no,no,no,no,11363,34.44893646,no
NC,1985,49923,1482,0.25999999,no,no,no,no,12136,34.63479996,no
NC,1986,52866,1647,0.419999987,no,no,yes,no,12900,34.81872559,primary
NC,1987,54600,1584,0.779999971,yes,no,yes,no,13717,35.01980209,primary
NC,1988,57943,1573,0.629999995,yes,no,yes,no,14810,35.18054199,primary
NC,1989,60877,1471,0.610000014,yes,no,yes,no,15827,35.32870865,primary
NC,1990,62707,1385,0.579999983,yes,no,yes,no,16649,35.51916885,primary
NC,1991,64883,1369,0.610000014,yes,no,yes,no,17115,35.63745117,primary
NC,1992,67538,1265,0.620000005,yes,no,yes,no,18230,35.76171112,primary
NC,1993,69493,1389,0.629999995,yes,no,yes,yes,19137,35.87254333,primary
NC,1994,71928,1431,0.790000021,yes,no,yes,yes,19920,35.97425079,primary
NC,1995,76053,1448,0.800000012,yes,no,yes,yes,20996,36.09945297,primary
NC,1996,78935,1494,0.800000012,yes,no,yes,yes,22053,36.20905685,primary
NC,1997,81893,1483,0.850000024,yes,no,yes,yes,23168,36.27514267,primary
ND,1983,5363,116,NA,no,no,yes,no,11100,33.74757004,no
ND,1984,5377,100,NA,no,no,yes,no,11871,33.84547424,no
ND,1985,5387,90,NA,no,no,yes,no,12314,34.03305054,no
ND,1986,5632,100,NA,no,no,yes,no,12625,34.29162216,no
ND,1987,5681,101,NA,yes,no,yes,no,13037,34.55361557,no
ND,1988,5765,104,NA,yes,no,yes,no,12142,34.89032364,no
ND,1989,5849,81,NA,yes,no,yes,no,13669,35.17760086,secondary
ND,1990,5910,112,0.280000001,yes,no,yes,no,15264,35.62972641,no
ND,1991,5951,94,0.300000012,yes,no,yes,no,15479,35.69639206,no
ND,1992,6072,88,0.300000012,yes,no,yes,no,16866,35.86979294,no
ND,1993,6158,89,0.300000012,yes,no,yes,no,17040,36.00231171,no
ND,1994,6338,88,0.319999993,yes,no,yes,no,18156,36.14896011,no
ND,1995,6545,74,0.419999987,yes,no,yes,no,18149,36.34025955,secondary
ND,1996,6741,85,0.430000007,yes,no,yes,no,20197,36.55766678,secondary
ND,1997,7123,105,0.49000001,yes,no,yes,no,20103,36.71871185,secondary
NE,1983,11534,255,0.109999999,no,no,no,no,11401,34.85775757,no
NE,1984,11968,285,0.150000006,no,no,no,no,12658,34.96073151,no
NE,1985,12054,237,0.449999988,no,no,yes,no,13392,35.07483673,no
NE,1986,12630,290,0.379999995,no,no,yes,no,13875,35.23400879,no
NE,1987,13091,297,0.289999992,yes,no,yes,no,14634,35.41464996,no
NE,1988,13407,261,0.310000002,yes,no,yes,no,15511,35.54836273,no
NE,1989,13781,296,0.319999993,yes,no,yes,no,16371,35.62091827,no
NE,1990,13958,262,0.330000013,yes,no,yes,no,17536,35.68227386,no
NE,1991,14095,275,0.319999993,yes,no,yes,no,18012,35.69535446,no
NE,1992,14621,269,0.330000013,yes,no,yes,no,19157,35.82565308,no
NE,1993,14777,254,0.540000021,yes,no,yes,no,19714,35.90143204,secondary
NE,1994,15466,271,0.629999995,yes,no,yes,no,20365,35.97546387,secondary
NE,1995,15807,254,0.639999986,yes,yes,yes,no,21029,36.08698273,secondary
NE,1996,16238,293,0.649999976,yes,yes,yes,no,22847,36.17398071,secondary
NE,1997,17077,302,0.629999995,yes,yes,yes,no,23618,36.22448349,secondary
NH,1983,7181,191,NA,no,no,no,no,13011,34.50314331,no
NH,1984,7294,192,NA,no,no,no,no,14518,34.63434601,no
NH,1985,7538,191,NA,no,no,yes,no,15842,34.74155807,no
NH,1986,7913,172,0.262999982,no,no,yes,no,17033,34.74733734,no
NH,1987,9167,179,0.273400009,yes,no,yes,no,18362,34.79731369,no
NH,1988,9507,166,0.371600002,yes,no,yes,no,19733,34.74615479,no
NH,1989,9819,187,0.504700005,yes,no,yes,no,20559,34.73482895,no
NH,1990,9844,158,0.517400026,yes,no,yes,no,20728,34.96724319,no
NH,1991,9935,144,0.485999972,yes,no,yes,no,21390,35.07247925,no
NH,1992,10067,122,0.497000009,yes,no,yes,no,22234,35.24674988,no
NH,1993,10342,121,0.505699992,yes,no,yes,no,22710,35.41042709,no
NH,1994,10501,119,0.537,yes,no,yes,yes,24119,35.56836319,no
NH,1995,10643,118,0.570299983,yes,no,yes,yes,25313,35.77236938,no
NH,1996,10987,134,0.560299993,yes,no,yes,yes,26418,35.97537994,no
NH,1997,11202,125,0.577000022,yes,no,yes,yes,27766,36.1307869,no
NJ,1983,52217,932,NA,no,no,yes,no,15080,35.9706459,no
NJ,1984,52312,922,0.180000007,no,no,yes,no,16680,36.09489059,no
NJ,1985,53108,964,0.400000006,no,no,yes,no,17807,36.21273804,secondary
NJ,1986,55350,1039,0.352999985,no,no,yes,no,18900,36.28624344,secondary
NJ,1987,57071,1023,0.350999981,no,no,yes,no,20391,36.37606812,secondary
NJ,1988,58725,1051,0.414000005,no,no,yes,no,22302,36.43306351,secondary
NJ,1989,59898,891,0.440999985,no,no,yes,no,23751,36.48287964,secondary
NJ,1990,58923,886,0.504000008,no,no,yes,no,24883,36.63530731,secondary
NJ,1991,59289,783,0.525999963,no,no,yes,no,25328,36.66513443,secondary
NJ,1992,59410,763,0.713000059,no,no,yes,no,26749,36.75086594,secondary
NJ,1993,59726,789,0.64199996,no,no,yes,no,27457,36.79402924,secondary
NJ,1994,60466,761,0.610000014,no,no,yes,no,28333,36.82069778,secondary
NJ,1995,61012,774,0.606999993,no,no,yes,no,29568,36.8855896,secondary
NJ,1996,62334,814,0.602999985,no,no,yes,no,30892,36.99505234,secondary
NJ,1997,63308,775,0.620000005,no,no,yes,no,32356,37.10776901,secondary
NM,1983,11678,531,NA,no,no,yes,no,10072,31.99305725,no
NM,1984,12432,497,NA,no,no,yes,no,10861,32.15180588,no
NM,1985,13269,535,NA,no,no,yes,no,11592,32.35085297,no
NM,1986,13171,499,NA,no,no,yes,no,11820,32.55931854,primary
NM,1987,15116,568,NA,yes,no,yes,no,12257,32.77510452,primary
NM,1988,15283,487,NA,yes,no,yes,no,12865,32.95023346,primary
NM,1989,15839,538,NA,yes,no,yes,no,13619,33.18146896,primary
NM,1990,16148,499,0.589999974,yes,no,yes,no,14480,33.48713303,primary
NM,1991,16773,469,0.670000017,yes,no,yes,no,15069,33.59814453,primary
NM,1992,18452,460,0.660000026,yes,no,yes,no,15762,33.74028778,primary
NM,1993,18945,431,0.75,yes,no,yes,no,16559,33.79537582,primary
NM,1994,20480,447,0.790000021,yes,no,yes,yes,17150,33.95294189,primary
NM,1995,21147,485,0.860000014,yes,yes,yes,yes,18029,34.13265991,primary
NM,1996,21510,485,0.850000024,yes,yes,yes,yes,18634,34.37304688,primary
NM,1997,21937,484,0.870000005,yes,yes,yes,yes,19298,34.53826141,primary
NV,1983,6872,253,NA,no,no,yes,no,13151,33.61051178,no
NV,1984,7332,249,NA,no,no,yes,no,14100,33.93558502,no
NV,1985,7566,259,NA,no,no,yes,no,14920,34.16250229,no
NV,1986,7986,233,0.207999989,no,no,yes,no,15635,34.38750076,no
NV,1987,8396,262,0.344000012,yes,no,yes,no,16422,34.55043793,secondary
NV,1988,8989,286,0.31400001,yes,no,yes,no,17688,34.64849091,secondary
NV,1989,9408,308,NA,yes,no,yes,no,19084,34.82478714,secondary
NV,1990,10215,343,0.379999995,yes,no,yes,no,20209,34.82133102,secondary
NV,1991,10510,298,0.638000011,yes,no,yes,no,20596,35.12126541,secondary
NV,1992,10897,254,0.633000016,yes,no,yes,no,21730,35.39176559,secondary
NV,1993,11624,263,0.699000001,yes,no,yes,no,22388,35.46873856,secondary
NV,1994,13019,294,0.706999958,yes,no,yes,no,23391,35.54737091,secondary
NV,1995,13974,313,0.709999979,yes,yes,yes,no,24541,35.65464401,secondary
NV,1996,14158,348,0.700999975,yes,yes,yes,no,25877,35.71118927,secondary
NV,1997,16309,347,0.700999975,yes,yes,yes,no,26514,35.72541809,secondary
NY,1983,83783,2077,NA,no,no,no,no,14038,35.73841476,no
NY,1984,87268,2060,0.159999996,no,no,no,no,15615,35.81261063,no
NY,1985,90518,2006,0.514999986,no,no,yes,no,16613,35.88108826,primary
NY,1986,94716,2121,0.479999989,no,no,yes,no,17709,35.95085144,primary
NY,1987,98002,2339,0.639999986,no,no,yes,no,18871,36.03765869,primary
NY,1988,103692,2256,0.589999974,no,no,yes,no,20433,36.07807922,primary
NY,1989,106059,2260,0.600000024,no,no,yes,no,21820,36.1101799,primary
NY,1990,106902,2217,0.629999995,no,no,yes,no,23106,36.26568604,primary
NY,1991,107661,2008,0.670000017,no,no,yes,no,23600,36.23966599,primary
NY,1992,109881,1815,0.689999998,no,no,yes,no,24801,36.30255508,primary
NY,1993,112240,1790,0.720000029,no,no,yes,no,25373,36.35571289,primary
NY,1994,112970,1678,0.720000029,no,no,yes,no,26242,36.41601181,primary
NY,1995,115091,1679,0.720000029,yes,no,yes,no,27587,36.52502823,primary
NY,1996,118641,1592,0.74000001,yes,no,yes,no,29015,36.64091492,primary
NY,1997,120778,1652,0.74000001,yes,no,yes,no,30250,36.7865181,primary
OH,1983,73214,1582,0.129999995,no,no,no,no,11850,34.55674362,no
OH,1984,74895,1646,0.150000006,no,no,no,no,13077,34.71690369,no
OH,1985,75549,1646,0.189999998,no,no,no,no,13843,34.8936348,no
OH,1986,81348,1673,0.49000001,no,no,no,no,14458,35.07521057,secondary
OH,1987,79157,1772,0.409999996,yes,no,yes,no,15156,35.26473236,secondary
OH,1988,81990,1748,0.389999986,yes,no,yes,no,16187,35.40692902,secondary
OH,1989,84418,1772,0.430000007,yes,no,yes,no,17203,35.52404404,secondary
OH,1990,86972,1638,0.465000004,yes,no,yes,no,18116,35.78138351,secondary
OH,1991,93002,1636,0.529999971,yes,no,yes,no,18589,35.83455658,secondary
OH,1992,95221,1439,0.579999983,yes,no,yes,no,19482,35.96465302,secondary
OH,1993,96992,1478,0.616999984,yes,no,yes,no,20228,36.09630585,secondary
OH,1994,98200,1370,0.620999992,yes,no,yes,no,21237,36.20414352,secondary
OH,1995,100788,1360,0.627000034,yes,no,yes,no,22217,36.35730743,secondary
OH,1996,103090,1391,0.624000013,yes,no,yes,no,23054,36.49837875,secondary
OH,1997,103675,1440,0.65199995,yes,no,yes,no,24163,36.5847435,secondary
OK,1983,29565,848,NA,no,no,yes,no,11517,34.35066986,no
OK,1984,30981,797,NA,no,no,yes,no,12378,34.44985962,no
OK,1985,31181,744,NA,no,no,yes,no,12894,34.57436371,no
OK,1986,30833,698,0.160999998,no,no,yes,no,12918,34.76660538,no
OK,1987,31606,597,0.351500005,yes,no,yes,no,13068,34.95861816,secondary
OK,1988,32388,638,0.319999993,yes,no,yes,no,13833,35.21892548,secondary
OK,1989,32836,648,0.305000007,yes,no,yes,no,14691,35.50052261,secondary
OK,1990,33081,641,0.335999995,yes,no,yes,no,15613,35.69559097,secondary
OK,1991,34240,652,0.370000005,yes,no,yes,no,16100,35.74193573,secondary
OK,1992,35119,613,0.442000002,yes,no,yes,no,16832,35.83285141,secondary
OK,1993,35529,671,0.465999991,yes,no,yes,no,17419,35.91765594,secondary
OK,1994,36980,687,0.449999988,yes,no,yes,no,17984,36.00317383,secondary
OK,1995,38489,669,0.464000016,yes,yes,yes,no,18544,36.1152916,secondary
OK,1996,39427,772,0.474999994,yes,yes,yes,no,19342,36.25350571,secondary
OK,1997,41400,838,0.474000007,yes,yes,yes,no,20305,36.35048676,secondary
OR,1983,20557,550,NA,no,no,yes,yes,11451,34.81084824,no
OR,1984,20943,572,NA,no,no,yes,yes,12409,35.05971909,no
OR,1985,21458,559,NA,no,no,yes,yes,13065,35.29336166,no
OR,1986,22741,619,NA,no,no,yes,yes,13657,35.54236984,no
OR,1987,23332,619,NA,yes,no,yes,yes,14282,35.80246735,no
OR,1988,25204,677,0.469999999,yes,no,yes,yes,15313,36.00640869,primary
OR,1989,25820,626,0.479999989,yes,no,yes,yes,16387,36.11449051,no
OR,1990,26738,579,0.5,yes,no,yes,yes,17423,35.9910965,no
OR,1991,25762,482,0.699999988,yes,no,yes,yes,17895,36.12591171,primary
OR,1992,27926,471,0.75,yes,no,yes,yes,18678,36.27373123,primary
OR,1993,28352,523,0.800000012,yes,no,yes,yes,19518,36.45624161,primary
OR,1994,29453,494,0.810000002,yes,no,yes,yes,20508,36.57106781,primary
OR,1995,30034,574,0.829999983,yes,no,yes,yes,21618,36.69959641,primary
OR,1996,30319,526,0.829999983,yes,no,yes,yes,22894,36.85195541,primary
OR,1997,32268,524,0.850000024,yes,no,yes,yes,23920,36.93308258,primary
PA,1983,72302,1721,NA,no,no,yes,no,12199,36.46725845,no
PA,1984,74297,1727,NA,no,no,yes,no,13200,36.64322662,no
PA,1985,75428,1771,NA,no,no,yes,no,14104,36.82593918,no
PA,1986,77636,1894,NA,no,no,yes,no,14845,36.94430542,no
PA,1987,78626,1987,NA,no,no,yes,no,15765,37.09252548,no
PA,1988,81238,1931,NA,no,no,yes,no,16927,37.20209503,secondary
PA,1989,83855,1877,0.495000005,no,no,yes,no,18264,37.30454636,secondary
PA,1990,85708,1646,0.530999959,no,no,yes,no,19371,37.40252686,secondary
PA,1991,87282,1661,0.604000032,no,no,yes,no,19975,37.44605637,secondary
PA,1992,89200,1545,0.629999995,no,no,yes,no,20950,37.55550385,secondary
PA,1993,90706,1529,0.675000012,no,no,yes,no,21635,37.65277481,secondary
PA,1994,92347,1441,0.709999979,no,no,yes,no,22343,37.75250244,secondary
PA,1995,94520,1480,0.709999979,yes,no,yes,no,23268,37.89828873,secondary
PA,1996,96646,1469,0.649999976,yes,no,yes,no,24533,38.07518387,secondary
PA,1997,98015,1557,0.646999955,yes,no,yes,no,25670,38.19384766,secondary
RI,1983,6014,100,NA,no,no,no,no,12293,36.44820023,no
RI,1984,5300,79,NA,no,no,yes,no,13540,36.5831871,no
RI,1985,5823,109,NA,no,no,yes,no,14403,36.65830612,no
RI,1986,5429,124,NA,no,no,yes,no,15331,36.71141052,no
RI,1987,6003,113,NA,no,no,yes,no,16412,36.73763275,no
RI,1988,5853,125,NA,no,no,yes,no,17900,36.77792358,no
RI,1989,6740,100,NA,no,no,yes,no,19184,36.83856583,no
RI,1990,7024,84,0.289999992,no,no,yes,no,19698,36.97349167,no
RI,1991,7152,88,0.280000001,no,no,yes,no,19982,36.97094345,no
RI,1992,7676,79,0.319999993,no,no,yes,no,20819,37.09748077,secondary
RI,1993,7227,74,0.319999993,no,no,yes,no,21735,37.14617538,secondary
RI,1994,7095,63,0.579999983,no,no,yes,no,22315,37.28884125,secondary
RI,1995,6896,69,0.579999983,yes,no,yes,no,23520,37.45344543,secondary
RI,1996,7120,69,0.579999983,yes,no,yes,no,24356,37.66213226,secondary
RI,1997,7071,75,0.579999983,yes,no,yes,no,25667,37.73575592,secondary
SC,1983,24977,844,NA,no,no,no,no,9517,32.9519043,no
SC,1984,25971,916,NA,no,no,no,no,10518,33.17355728,no
SC,1985,26677,951,0.128000006,no,no,no,no,11206,33.42840958,no
SC,1986,28250,1059,NA,no,no,yes,no,11774,33.60271835,no
SC,1987,30224,1086,NA,yes,no,yes,no,12522,33.84249115,no
SC,1988,31759,1031,NA,yes,no,yes,no,13468,34.04273224,no
SC,1989,32780,996,NA,yes,no,yes,no,14180,34.21725464,no
SC,1990,34376,979,0.49000001,yes,no,yes,no,15427,34.60175323,secondary
SC,1991,34456,890,0.495000005,yes,no,yes,no,15710,34.72510529,secondary
SC,1992,35049,807,0.540000021,yes,no,yes,no,16410,34.94806671,secondary
SC,1993,36125,846,0.587000012,yes,no,yes,no,17091,35.17385101,secondary
SC,1994,37245,847,0.639999986,yes,no,yes,no,17914,35.38048553,secondary
SC,1995,38724,881,0.639999986,yes,no,yes,no,18789,35.64163589,secondary
SC,1996,39756,930,0.610000014,yes,no,yes,no,19651,35.86225128,secondary
SC,1997,41333,903,0.610000014,yes,no,yes,no,20508,36.06740189,secondary
SD,1983,6317,175,NA,no,no,no,no,9782,34.54646683,no
SD,1984,6401,143,NA,no,no,no,no,11117,34.63225555,no
SD,1985,6277,130,NA,no,no,no,no,11440,34.74251938,no
SD,1986,6238,134,NA,no,no,no,no,12012,34.88389206,no
SD,1987,6209,134,NA,yes,no,yes,no,12683,35.06383514,no
SD,1988,6634,147,NA,yes,no,yes,no,13183,35.2175293,no
SD,1989,6704,152,0.25999999,yes,no,yes,no,14038,35.35496902,no
SD,1990,6989,153,0.25999999,yes,no,yes,no,15488,35.47572327,no
SD,1991,6711,143,0.330000013,yes,no,yes,no,16014,35.4912529,no
SD,1992,7218,161,0.419999987,yes,no,yes,no,17055,35.45701599,no
SD,1993,7413,140,0.25999999,yes,no,yes,no,17600,35.54105377,no
SD,1994,7631,154,0.400000006,yes,no,yes,no,18568,35.67390823,no
SD,1995,7669,158,0.400000006,yes,yes,yes,no,18724,35.82715225,secondary
SD,1996,7817,175,0.469999999,yes,yes,yes,no,20450,36.04701996,secondary
SD,1997,7938,148,0.589999974,yes,yes,yes,no,21076,36.14574814,secondary
TN,1983,36261,1037,NA,no,no,no,no,10005,34.6253891,no
TN,1984,36523,1095,NA,no,no,yes,no,11123,34.8205986,no
TN,1985,36258,1101,NA,no,no,yes,no,11872,35.03939056,no
TN,1986,39521,1230,NA,no,no,yes,no,12624,35.22371292,secondary
TN,1987,42126,1247,NA,yes,no,yes,no,13483,35.41707611,secondary
TN,1988,44193,1266,NA,yes,no,yes,no,14482,35.51794052,secondary
TN,1989,45639,1088,NA,yes,no,yes,no,15438,35.65180588,secondary
TN,1990,46710,1177,0.430000007,yes,no,yes,no,16309,35.85264587,secondary
TN,1991,47267,1113,0.50999999,yes,no,yes,no,16976,35.93280792,secondary
TN,1992,49994,1153,0.579999983,yes,no,yes,no,18256,36.03310394,secondary
TN,1993,52112,1170,0.583700001,yes,no,yes,no,19139,36.10372925,secondary
TN,1994,54524,1214,0.600899994,yes,no,yes,no,20088,36.17985535,secondary
TN,1995,56214,1259,0.641900003,yes,no,yes,no,21109,36.29959106,secondary
TN,1996,58435,1239,0.633100033,yes,no,yes,no,21800,36.45207977,secondary
TN,1997,60526,1225,0.606700003,yes,no,yes,no,22699,36.596241,secondary
TX,1983,131883,3823,NA,no,no,no,no,12206,32.34232712,no
TX,1984,137737,3912,NA,no,no,no,no,13227,32.41722488,no
TX,1985,143263,3678,NA,no,no,yes,no,13980,32.48801041,no
TX,1986,148348,3567,NA,no,no,yes,no,13972,32.54019165,primary
TX,1987,151186,3260,NA,yes,no,yes,no,14267,32.67171478,primary
TX,1988,156458,3392,NA,yes,no,yes,no,15118,32.81078339,primary
TX,1989,159512,3370,NA,yes,no,yes,no,16110,33.02727509,primary
TX,1990,162232,3250,0.680000007,yes,no,yes,no,17290,33.23519135,primary
TX,1991,158756,3078,0.680000007,yes,no,yes,no,17985,33.33799362,primary
TX,1992,163329,3059,0.689999998,yes,no,yes,no,18886,33.46712112,primary
TX,1993,167611,3043,0.689999998,yes,no,yes,no,19606,33.55478668,primary
TX,1994,178348,3187,0.709999979,yes,no,yes,no,20312,33.63592911,primary
TX,1995,181096,3183,0.720000029,yes,yes,yes,no,21320,33.75754547,primary
TX,1996,185386,3742,0.74000001,yes,yes,yes,no,22345,33.84126663,primary
TX,1997,198700,3513,0.75,yes,yes,yes,no,23707,33.95248032,primary
UT,1983,11221,283,NA,no,no,yes,yes,9582,28.55427742,no
UT,1984,11661,315,NA,no,no,yes,yes,10429,28.73571968,no
UT,1985,12037,303,NA,no,no,yes,yes,11017,28.91510963,no
UT,1986,12100,313,NA,no,no,yes,yes,11380,29.12306786,secondary
UT,1987,12679,297,NA,yes,no,yes,yes,11862,29.27321625,secondary
UT,1988,13263,297,NA,yes,no,yes,yes,12450,29.50710869,secondary
UT,1989,13915,303,NA,yes,no,yes,yes,13238,29.74526215,secondary
UT,1990,14646,272,0.389999986,yes,no,yes,yes,14214,30.12414932,secondary
UT,1991,15391,271,0.449999988,yes,no,yes,yes,14855,30.24854088,secondary
UT,1992,16307,269,0.5,yes,no,yes,yes,15561,30.4318409,secondary
UT,1993,17056,303,0.5,yes,no,yes,yes,16359,30.53959084,secondary
UT,1994,18078,343,0.529999971,yes,no,yes,yes,17004,30.74268913,secondary
UT,1995,18781,325,0.560000002,yes,yes,yes,yes,18054,30.89189529,secondary
UT,1996,19539,321,0.600000024,yes,yes,yes,yes,19214,30.95533752,secondary
UT,1997,20444,366,0.629999995,yes,yes,yes,yes,20185,30.99706459,secondary
VA,1983,42299,901,NA,no,no,no,no,12589,33.88288116,no
VA,1984,44527,1013,NA,no,no,no,no,13926,34.06587601,no
VA,1985,47928,976,0.275000006,no,no,no,no,14906,34.21823883,no
VA,1986,51726,1126,0.347000003,no,no,yes,no,15837,34.31181335,no
VA,1987,54834,1021,0.324999988,no,no,yes,no,16884,34.39147568,no
VA,1988,57453,1072,0.630999982,yes,no,yes,no,18064,34.49995804,secondary
VA,1989,59337,1004,0.52700001,yes,no,yes,no,19244,34.5945816,secondary
VA,1990,60178,1079,0.54400003,yes,no,yes,no,20021,34.87753296,secondary
VA,1991,61099,948,0.575999975,yes,no,yes,no,20498,34.98414993,secondary
VA,1992,63447,839,0.715999961,yes,no,yes,no,21280,35.15878677,secondary
VA,1993,64171,879,0.731999993,yes,no,yes,no,22133,35.33334351,secondary
VA,1994,67609,930,0.718000054,yes,no,yes,yes,23031,35.49961472,secondary
VA,1995,69811,900,0.701999962,yes,no,yes,yes,23943,35.66931152,secondary
VA,1996,71302,877,0.69599998,yes,no,yes,yes,24950,35.85574722,secondary
VA,1997,70320,984,0.671000004,yes,no,yes,yes,26109,35.99414825,secondary
VT,1983,4151,94,NA,no,no,no,no,10813,34.1230011,no
VT,1984,4403,114,NA,no,no,no,no,11857,34.24621201,no
VT,1985,4688,115,0.181000009,no,no,no,no,12800,34.40294266,no
VT,1986,4778,109,0.217999995,no,no,yes,no,13675,34.5319519,no
VT,1987,5039,119,NA,yes,no,yes,no,14750,34.66226196,no
VT,1988,5553,129,0.302000016,yes,no,yes,no,15948,34.79411697,no
VT,1989,5765,116,0.35799998,yes,no,yes,no,17215,34.91524124,no
VT,1990,5838,90,0.393000007,yes,no,yes,yes,17677,35.02246475,no
VT,1991,5870,110,0.414999992,yes,no,yes,yes,17899,35.1350441,no
VT,1992,6019,96,0.465999991,yes,no,yes,yes,18883,35.37164307,no
VT,1993,5976,110,0.537999988,yes,no,yes,yes,19392,35.59476852,no
VT,1994,6152,77,0.675999999,yes,no,yes,yes,20196,35.81753922,secondary
VT,1995,6206,106,0.671999991,yes,no,yes,yes,21246,36.10445786,secondary
VT,1996,6377,88,0.689999998,yes,no,yes,yes,22179,36.43804932,secondary
VT,1997,6466,96,0.708999991,yes,no,yes,yes,23017,36.76795959,secondary
WA,1983,36144,698,NA,no,no,yes,no,12925,34.06853867,no
WA,1984,34248,746,NA,no,no,yes,no,13745,34.26583481,no
WA,1985,34375,744,NA,no,no,yes,no,14432,34.38945389,no
WA,1986,35993,703,0.360000014,no,no,yes,no,15243,34.54888153,no
WA,1987,38520,780,0.514999986,yes,no,yes,no,15939,34.68305588,secondary
WA,1988,41813,778,0.529999971,yes,no,yes,no,16884,34.78147125,secondary
WA,1989,43233,781,0.550000012,yes,no,yes,no,18211,34.85494614,secondary
WA,1990,44695,825,0.550000012,yes,no,yes,no,19605,34.81503677,secondary
WA,1991,46449,682,0.675000012,yes,no,yes,no,20401,34.92193985,secondary
WA,1992,49386,651,0.675000012,yes,no,yes,no,21436,35.03585052,secondary
WA,1993,46135,661,0.709999979,yes,no,yes,no,22024,35.18123627,secondary
WA,1994,47428,640,0.764999986,yes,no,yes,no,22687,35.32674789,secondary
WA,1995,49250,653,0.800000012,yes,yes,yes,no,23677,35.48202896,secondary
WA,1996,49405,712,0.839999974,yes,yes,yes,no,24958,35.61769867,secondary
WA,1997,51044,674,0.819999993,yes,yes,yes,no,26451,35.7070694,secondary
WI,1983,34106,725,NA,no,no,no,no,11796,34.60904694,no
WI,1984,35367,822,NA,no,no,no,no,12941,34.76298141,no
WI,1985,36679,744,NA,no,no,no,no,13586,34.90692139,no
WI,1986,38428,747,NA,no,no,yes,no,14285,35.03377151,no
WI,1987,40196,797,0.262999982,yes,no,yes,no,15017,35.18515396,no
WI,1988,42458,807,0.559000015,yes,no,yes,no,15806,35.30464172,secondary
WI,1989,43086,817,NA,yes,no,yes,no,16827,35.39264297,secondary
